drug,cor,p,n,fda_status
-,-0.149558442878474,0.258234681800866,59,-
-,-0.149552981810816,0.258252264574327,59,-
omadine sodium,0.156541418560188,0.258303863187464,54,-
Camptothecin Derivative,0.148238495779977,0.258326918671369,60,-
-,0.149496025417875,0.258435692868582,59,-
[[(Z)-(3-ethyl-4-phenyl-thiazol-2-ylidene)amino]-phosphono-methyl]phosphonic acid,-0.153556448560026,0.258513876897502,56,-
-,-0.149469646120453,0.258520677280743,59,-
"benzo[1,2-b:4,5-b']dithiophene-4,8-dione, 2-nitro-",0.148157319355304,0.25859065187812,60,-
1-Methyl-3-[(2-chloro-1H-indole-3-yl)methylene]-1H-indole-2(3H)-one,-0.156443629979449,0.258605119527609,54,-
-,0.150767955613099,0.258606330517933,58,-
EH00008,-0.149441620235445,0.258610987048498,59,-
[2-(Benzyloxycarbonylamino)-2-methyl-propanoyl] 2-(benzyloxycarbonylamino)-2-methyl-propanoate,0.15795959038957,0.258623090011918,53,-
"2-Methyl-4-methoxy-5-piperidino-6H-furo[2,3-c]xanthen-6-one",0.153517367486358,0.258636541842197,56,-
Fenretinide,0.148131171345338,0.258675642548377,60,Clinical trial
Wogonin,0.150729017736775,0.258730758957711,58,-
"4-[(E)-2-[3-(4-chlorophenyl)-6a,10b-dimethyl-8-methylidene-1,4a,5,6,7,9,10,10a-octahydronaphtho[2,1-d][1,3]dioxin-7-yl]ethenyl]-2H-furan-5-one",0.152080108914365,0.258760303971038,57,-
-,0.149393975405017,0.258764565156401,59,-
XPVZKRRTCHLFRZ-UHFFFAOYSA-N,0.150718077044607,0.258765727892547,58,-
-,0.149391544252178,0.258772403371601,59,-
Trimethyl(tris(phenylthio)methyl)silane,-0.18047792649093,0.258818827132524,41,-
-,0.149375547310878,0.258823982678356,59,-
"5'-Hydromethyl-2,5-bis-(2'selenyl)-N-methylpyrrol",0.150669061897445,0.258922430539683,58,-
-,-0.164379440585812,0.259045655955399,49,-
"2,6-Dibenzylidenecyclohexanone",0.162657693342834,0.259063024459162,50,-
"4-Amino-N-[(Z)-1-(6,11-dioxo-3H-naphtho[2,3-e]benzimidazol-2-yl)-2-(3-nitrophenyl)ethenyl]benzamide",-0.173843943255353,0.259078263485721,44,-
Candidine,0.156289052914906,0.259081805622024,54,-
-,0.150606345937199,0.259123028299453,58,-
[?]diimine,0.149282635275569,0.259123698194632,59,-
-,0.149229067310959,0.259296603980811,59,-
"N-(3,4-Dimethoxycinnamyl)-N-methyl-N-(2-phenylethyl)amine",0.187602184264763,0.259372491041167,38,-
"prednisolone, 9-fluoro-6.alpha.-methyl-, acetate",-0.16786456524348,0.259379776407685,47,-
-,-0.171702298059064,0.259403475945468,45,-
9-Benzyl-8-chloro-6-(2-thienyl)-9H-purine,-0.147901267870468,0.259423725169914,60,-
mmv malaria box,-0.15185950856941,0.259459892279869,57,-
"Ethyl 5-cyano-2-methyl-4-naphthalen-1-yl-6-sulfanylidene-1-[3,4,5-triacetyloxy-6-(acetyloxymethyl)oxan-2-yl]pyridine-3-carboxylate",-0.15616025098028,0.259479457223183,54,-
-,0.150493200115063,0.259485191466422,58,-
-,0.150473495328772,0.259548298445809,58,-
mannich bases,-0.156137702214675,0.259549114452006,54,-
-,0.149137419538841,0.259592603485328,59,-
GS-9901,-0.149136858407611,0.259594416500808,59,Clinical trial
"2,5-bis(4-methoxyphenyl)-1-(3,4,5-trimethoxyphenyl)-1h-i...",-0.154637623138037,0.259624580593883,55,-
9-Chlorophenanthrene,-0.150443641558596,0.25964392848129,58,-
-,0.165921377001515,0.259713222570654,48,-
"1,1-Dimethyl-5-(2-naphthalenyl)dithiobiuret",0.147780438764744,0.259817475211593,60,-
"1-piperidinecarbodithioic acid, antimony complex",0.151731370579826,0.259866839643899,57,-
-,0.151727088413477,0.259880446588069,57,-
"N-[1,3-bis(1,10-phenanthrolin-2-yloxy)propan-2-yl]-6-[(6-chloro-2-methoxyacridin-9-yl)amino]hexanamide",-0.147752945833387,0.259907123630369,60,-
-,0.149034818549455,0.259924249263826,59,-
2-[3-(6-ethoxy-benzothiazol-2-ylsulfanyl)-3-p-tolyl-ally...,0.154540259769474,0.259928358202823,55,-
-,0.151711130287796,0.259931159100285,57,-
-,-0.149022307783006,0.259964708382531,59,-
-,0.171489323793004,0.260003804035076,45,-
"6-Amino-11-(3-bromophenyl)-11,12-dihydropyrido[3,2-c][1,...",0.150322000068417,0.260033825813536,58,-
Sulfatinib,-0.151677841427293,0.260036967508915,57,FDA approved
sri 1215,0.148996205154162,0.260049136485845,59,-
-,-0.148972060536204,0.260127247911928,59,-
"[6-(aziridin-1-yl)-7-methyl-5,8-dioxo-2,3-dihydro-1H-pyrrolo[1,2-a]benzimidazol-3-yl] N-pentylcarbamate",0.151641900522987,0.260151237961724,57,-
FC01e,0.148954190667563,0.260185069769285,59,-
2-Phenyl-1-benzothiophen-3-ol,-0.151616837214207,0.260230944202386,57,-
-,0.163965129838257,0.260264704069574,49,-
"1-naphthalenemethanol, .alpha.-[2-(dibutylamino)-1,1-dim...",0.150245414884052,0.260279506380735,58,-
"1-[4-[3-(4-chlorophenyl)-3a,4-dihydro-3H-indeno[1,2-c]pyrazol-2-yl]phenyl]sulfonyl-3-cyclohexylurea",-0.150238233653731,0.26030255133775,58,-
"3-[(4-Chlorophenoxy)methyl]-6-(4-fluoro-3-phenoxyphenyl)-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazole",-0.162239767689774,0.260305413905622,50,-
"2-quinoxalineamine, n-(3,4-dichlorophenyl)-3-phenyl-6- t...",0.187236839369748,0.260318245780419,38,-
-,0.148906399350939,0.260339751537294,59,-
2-(2-(2-Butoxyethoxy)ethoxy)naphthazarin,-0.155870013486938,0.260377013965868,54,-
"[3,4,5-Tribenzyloxy-6-(4-methoxyphenoxy)tetrahydropyran-2-yl]methanol",0.152960718056895,0.260387970607532,56,-
"n-(3,4,5-trimethoxybenzyl)-4-methoxyaniline",0.165671590040349,0.260441359905627,48,-
-,0.148870015527896,0.26045755323726,59,-
"2-(2-Bromophenyl)-5-phenyl-1,3-oxazole",0.151539777926367,0.260476110792392,57,-
"1,2,3-Trimethoxy-5-{[(4-methoxyphenyl)sulfinyl]methyl}benzene",0.151507683798463,0.260578265110985,57,-
"6-amino-5-[(4-methoxyphenyl)methyl]-3-methyl-1H-pyrimidine-2,4-dione",0.154323820908802,0.260604512017657,55,-
"n'-(4-isopropyl-1,1-dioxdido-4h-1,2,4-benzothiadiazin-3-...",-0.151476273463246,0.260678269038365,57,-
"4,4-bis(3,5-dimethylpyrazole)-1,1-dichloro-but-3-ene-2-one",0.155768757424117,0.260690637521969,54,-
"6h-imidazo[4,5,1-de]acridin-6-one, 5-[3-[[3-[[5-nitro-1,...",0.151458707461951,0.260734206761262,57,-
STK365136,0.147491769091979,0.260759803700213,60,-
bengamide g,0.14747014832853,0.260830474715485,60,-
-,0.162059654178053,0.260842075784152,50,-
-,0.150063229467477,0.260864573911412,58,-
"6,7-dichloro-2-methyl-3-(phenylthio)quinoxaline 1,4-dioxide",0.15424017646375,0.260866133168334,55,-
"n-benzyl-5,6-dihydro-2,3-dimethoxy-5,11-oxo-11h-indeno~[...",-0.150057151723023,0.260884107130717,58,-
-,0.157207778471959,0.260925301820348,53,-
SM-406,-0.148720299087907,0.260942675310298,59,Clinical trial
2-(Acridin-9-ylmethylamino)-5-guanidino-pentanoic acid,0.147432560344978,0.260953367919882,60,-
-,-0.148713107910192,0.260965991985979,59,-
-,0.148710911138534,0.260973115078382,59,-
"(7-Chloro-4-hydroxy-5-oxo-thieno[3,2-b]xanthen-11-yl) acetate",0.152766596435439,0.261000621646286,56,-
N-(2-Fluorophenyl)-N-(2-hydroxycyclohexyl)-p-toluenesulfonamide,-0.157172135470381,0.261034788788613,53,-
"5-Fluoro-1-[4-fluoro-3,5-dihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]pyrimidine-2,4-dione",-0.155655078043595,0.261043042371061,54,-
-,0.15275102849989,0.261049796236604,56,-
-,0.148682941837354,0.261063817746701,59,-
chlorobisoximatobismuth(iii)-dihydrochloride,0.161965869553893,0.261121807361238,50,-
-,0.165396678861292,0.261244312472026,48,-
"illudin m linked to ""fleximer""",0.148625523563302,0.261250088052524,59,-
S-64315,-0.148617297625937,0.261276781093647,59,Clinical trial
"4-(6-(Diethylamino)-7-methyl-7,8-dihydro-6H-[1,3]dioxolo[4,5-g]chromen-8-yl)-2,6-dimethoxyphenol",0.147316305692826,0.261333707116189,60,-
gsk620503a,-0.15126907364901,0.261338596661838,57,-
ethyl [(E)-[2-(2-hydroxy-1H-indol-3-yl)indol-3-ylidene]amino] carbonate,-0.151244722812794,0.261416274415618,57,-
N-[(Z)-[[4-(dimethylamino)phenyl]-[(3-methylphenyl)diazenyl]methylidene]amino]-4-methylbenzamide,0.154056255761068,0.261442016442328,55,-
antineoplastic-651849,0.158597301002687,0.261443654816964,52,-
"2[4-(Fluoro)phenoxy]-3-phenyl-5,7-diaminoquinoxaline",-0.154026788722561,0.261534361432805,55,-
"benzo[1,2-b:5,4-b']dithiophene-2-carboxaldehyde, 4,8-dioxo-",-0.149845437291631,0.261565148930206,58,-
"phenylboronic acid, 4-[bis[2-[(methylsulfonyl)oxy]ethyl]...",-0.1498101142989,0.261678892003963,58,-
"pyrimidin-2-amine, 4-(5-chloro-2-hydroxyphenyl)-6-phenyl...",0.147208331141955,0.261687291235256,60,-
Stipiamide,0.161746857087135,0.261775838276205,50,-
"propanedinitrile,[2,3-bis(phenylthio)-3-cyclohexen-1-yl]...",0.15250170199759,0.261838194760366,56,-
N-[(4-methoxy-2-nitrophenyl)carbamothioyl]phenoxathiine-2-carboxamide,-0.151112008358487,0.261839898604866,57,-
-,0.1634315393467,0.261840366347653,49,-
Q27183878,0.148439123087905,0.261855405206828,59,-
CBDivE_004393,-0.160056775900413,0.261884337478068,51,-
4-Amino-N-(3-chloro-2-(2-chlorophenyl)-4-oxo-1-azetidinyl)benzamide,0.166982144192335,0.261928605272643,47,-
"4-Chlorobenzaldehyde (7-methyl-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4-yl)hydrazone",0.172815043666525,0.261951700061933,44,-
(Z)-1-(4-Ethoxyphenyl)-2-[3-[(Z)-2-(4-ethoxyphenyl)-2-hydroxyethenyl]quinoxalin-2-yl]ethenol,-0.152458573277719,0.26197473469644,56,-
"9-(3-Chloro-2-hydroxy-propyl)-1,3-dimethyl-purino[7,8-a]pyrimidine-2,4,8-trione",0.149662643893538,0.262154118625329,58,-
-,0.151005147246929,0.262181334060111,57,-
N-Allyl-N-(4-(hydroxy(oxido)amino)-7-methoxy-3-methyl-1H-indol-5-yl)methanesulfonamide,-0.149640461564093,0.262225651825109,58,-
"1-(4-Chlorophenyl)-2-hydroxy-1,3,4,9-tetrahydropyrido[3,4-b]indole",0.17271662593524,0.262227661614954,44,-
"3,5-Bis[4-(dimethylamino)benzylidene]piperidin-4-one",0.176961489735425,0.262242140672042,42,-
"3-[3-[4-(4,6-Diamino-2,2-dimethyl-1,3,5-triazin-1-yl)phenyl]propanoylamino]benzenesulfonyl fluoride;ethanesulfonic acid",0.153799779908281,0.262246504989566,55,-
-,0.149631966310578,0.262253050648193,58,-
epothilon a and epothilon b (4:1 mixture),0.148293998815032,0.262327334614252,59,-
-,0.148290729232665,0.262337973546858,59,-
N-(4-amino-2-methoxy-1-methyl-6-oxopyrimidin-5-yl)acetamide,0.174753868739279,0.262363820852284,43,-
Miltefosine,-0.150939846000718,0.262390127380346,57,-
-,0.148257592546478,0.262445813769032,59,-
"5-hydroxy-7-[5-(1,4-oxazinan-4-yl)pentyloxy]-2-phenyl-4h...",0.153721952826453,0.262490953556656,55,-
Dinaline,0.148238835576761,0.262506869766315,59,-
-,-0.152290337002349,0.262507805900116,56,-
-,-0.163199897793695,0.262526372019419,49,-
"6-Phenylpyrido[2,3-d]pyrimidine-2,4-diamine",0.15089154208367,0.26254464550736,57,-
LS-158852,-0.158229223147095,0.262566425704904,52,-
"trichloro(1-phenyl-2,3-butanedionato)molybdenum(iv)",0.174676107902412,0.262579548676662,43,-
safranin,0.149518434145298,0.26261939833834,58,-
mdp-c857,0.168618765400854,0.262629086424684,46,-
-,0.149502519624547,0.262670779069545,58,-
GNMLNGDFMLEYNR-UHFFFAOYSA-N,0.148174456534012,0.262716503248913,59,-
Methyl 2-(3-methoxy-2-(2-methylbenzyl)-3-oxopropyl)-5-methylbenzoate,0.153647404520414,0.262725247041117,55,-
-,-0.1481589149397,0.262767127233092,59,-
-,0.152203538405551,0.262783119277828,56,-
-,0.153599487682602,0.262875916078007,55,-
"9-amino-6-(3-aminopropyl)-5,6-dihydro-2,3-dimethoxy-5,11...",0.148105659330096,0.262940647646332,59,-
"3-[1-(6-decoxyspiro[3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxole-2,1'-cyclohexane]-5-yl)ethoxy]-N,N-dimethylpropan-1-amine",0.153557977965406,0.263006485485149,55,-
mailione,-0.146796466516,0.263038979450155,60,-
Crassin,0.146755181419443,0.263174730305395,60,-
Clofarabine,0.148027946122957,0.263193995304403,59,FDA approved
QXSRLZYSIFQJJS-UKTHLTGXSA-N,0.154953100079065,0.263226249948698,54,-
"2-(4-Iodobenzyl)ellipticine, hydrochloride",-0.166516266246886,0.263280991790576,47,-
"1,5-Dioxo-5H-pyrrolo[1,2-a][3,1]benzoxazin-3a(1H)-yl acetate",-0.162945149144836,0.263282194811538,49,-
925876PZ8X,0.152043004888399,0.26329282021519,56,-
gsk1326255a,0.147979993742532,0.263350403457237,59,-
-,0.147979546524617,0.263351862459177,59,-
"9h-quino[4,3,2-de][1,10]phenanthrolin-9-one, 10-methoxy-",0.146691675024983,0.263383639639223,60,-
Camptothecin Derivative,0.147955292462424,0.263430996946737,59,-
-,-0.149251871231661,0.263480899228882,58,-
Desmethoxy-B-peltatin-A methyl ether,0.154853283747653,0.263537677183248,54,-
gsk1023156a,0.150554100786609,0.26362578188087,57,-
LS-162021,-0.172217871186837,0.263629135982472,44,-
(3E)-3-[(2-chloro-1-phenylindol-3-yl)methylidene]-5-methoxy-1H-indol-2-one,0.147893116965744,0.263633931829031,59,-
wln: t56 a bn entj a- dt6nj,0.14919360330557,0.263669466887862,58,-
-,0.147880999225251,0.26367349519726,59,-
"2,7-Dimethoxy-4b-(4-methoxyphenyl)-9a-(4-nitrophenyl)-9,10-dihydroindeno[1,2-a]indene",0.162784731363574,0.263758888906766,49,-
"7,16-Bis((2-methoxy-1-naphthyl)methyl)-1,4,10,13-tetraoxa-7,16-diazacyclooctadecane",0.174251687376845,0.263759074580434,43,-
-,-0.157835029736611,0.263772433755298,52,-
"n-(3-(1h-imidazol-1-yl)propyl)-4-(1-(3,5,5,8,8-pentameth...",0.151873380391446,0.263832105425243,56,-
"N-(4,5-dimethyl-1,3-oxazol-2-yl)-4-[(1,3-dioxoisoindol-2-yl)methylamino]benzenesulfonamide",-0.150477941798468,0.263870202021978,57,-
-,0.150464141999871,0.263914506537464,57,-
"3-[2-(1h-indol-3-yl)-1,3-thiazol-4-yl]-1-methyl-1h-pyrro...",0.147803198514501,0.263927602717492,59,-
"Dimethyl 2-[[3,4,5-trimethoxy-2-[6-(2-methyl-1,3-oxathiolan-2-yl)-1,3-benzodioxol-5-yl]phenyl]methylidene]propanedioate",0.170082628515876,0.263992261043969,45,-
-,0.149086780656917,0.264015403364405,58,-
"7-methyl-2-(5-phenylthiophen-2-yl)-1H-1,8-naphthyridin-4-one",-0.1477753700528,0.26401853409986,59,-
"15-[2-(Dimethylamino)ethyl]-10-[3-[3-[[15-[2-(dimethylamino)ethyl]-5-methoxy-8,14,16-trioxo-1,15-diazatetracyclo[7.7.1.02,7.013,17]heptadeca-2(7),3,5,9,11,13(17)-hexaen-10-yl]amino]propyl-methylamino]propylamino]-5-methoxy-1,15-diazatetracyclo[7.7.1.02,7.013,17]heptadeca-2(7),3,5,9,11,13(17)-hexaene-8,14,16-trione",0.146479579875091,0.264082150931537,60,-
new fuchsin,0.160972898461698,0.26409586600024,50,-
Butyl maleurate,-0.154649366732825,0.264174665659672,54,-
-,-0.149037304467752,0.264175731127724,58,-
"17-Acetyl-9,14-dihydroxy-15,16-dimethyl-15-azatetracyclo[8.7.0.01,14.03,8]heptadeca-3,5,7,9,12,16-hexaene-2,11-dione",-0.154646185628933,0.264184610832478,54,-
"ethanesulfonic acid, compd. with p-[4-[2-chloro-4-(4,6-d...",0.149027242192057,0.264208345958174,58,-
-,-0.176228758619755,0.264254797770247,42,-
"17-(2-Amino-1,3-thiazol-4-yl)-11-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one;4-bromobenzenesulfonic acid",-0.149006057754077,0.264277019856632,58,-
-,0.147694578979932,0.264282643545319,59,-
Ethyl-[10-[ethyl(dipyridin-2-yl)azaniumyl]decyl]-dipyridin-2-ylazanium;iodide,0.153131187057778,0.264351484372922,55,-
calyculin a,0.150324127547411,0.26436430770416,57,-
-,0.14896421221422,0.264412706330233,58,-
"n1-(1,3-benzothiazol-2-yl)-2-{2-methoxy-5-[(e)-3-oxo-3-(...",0.148962540653487,0.264418127428561,58,-
-,0.147649877217015,0.264428851674292,59,-
-,0.153104747723631,0.264434957148836,55,-
10-(3-(1-azaspiro[4.5]dec-1-yl)propyl)-2-chloro-10H-phenothiazine,0.147639751335003,0.26446197840479,59,-
-,-0.148939374006593,0.264493267684808,58,-
Bohlmann K2630,-0.146335678318221,0.264556782123395,60,-
"(1r,2r)-1-(4-fluorophenyl)-3-methylbutane-1,2-diamino-di...",0.150258043496301,0.264576783379523,57,-
"1-(5,6-Diphenyl-2,5-dihydro-1,2,4-triazin-3-yl)-2-[(E)-3-(2-methylphenyl)sulfanyl-3-phenylprop-1-enyl]hydrazine",-0.166067158953618,0.264589095060043,47,-
N-methyl-4-[(4-methylphenyl)sulfanylmethyl]aniline,-0.148909389427907,0.264590542939057,58,-
-,-0.148894473996261,0.264638940160605,58,-
5-chloro-3-(1-phenyl-1h-tetrazol-5-yl)-1h-indole,-0.148875193374484,0.264701510238544,58,-
"7-Amino-2-(5-bromo-2-thienyl)-1h-1,8-naphthyridin-4-one",0.147562921450516,0.264713417391806,59,-
"5-[(E)-[4-[bis(2-chloroethyl)amino]phenyl]methylideneamino]-1,3-thiazole-2-carbonitrile",0.148851249166604,0.264779228540362,58,-
-,0.152994063057588,0.264784596134991,55,-
-,-0.147540322087547,0.264787408201901,59,-
"N-[(5S,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]-4-cyanobenzamide",0.162417108647053,0.264853480567284,49,-
1-(2-Methoxyphenyl)-3-(6-methyl-2-pyridyl)thiourea,0.152971507304364,0.264855884872777,55,-
"5-Methyl-11-phenyl-benzo[d][1,3,6,2]benzodioxazaborocine",-0.16977476508213,0.264870557114792,45,-
"1-(3-((Dicyclohexylamino)methyl)-2,4-dihydroxyphenyl)ethanone",-0.148815557688981,0.264895104622292,58,-
"ethanesulfonic acid, compd. with 1,6-dihydro-6,6-dimethy...",0.147489534591739,0.264953738195122,59,-
"benzamide, 4-[(1-methyl-6-nitro-4(1h)-quinolinylidene)am...",0.148793667390016,0.264966190564714,58,-
bafilomycin deriv,0.146210490665946,0.264970154650649,60,-
-,0.150123800404376,0.265008758657191,57,-
"2,6-diamino-N-[4-(6-fluoro-1,3-benzothiazol-2-yl)-2-methylphenyl]hexanamide;hydrochloride",0.146198059302379,0.265011226944259,60,-
"4-(3-Thiophen-2-yl-3a,4-dihydro-3H-indeno[1,2-c]pyrazol-2-yl)benzenesulfonamide",0.154371168743319,0.265045351227567,54,-
-,0.147435137204752,0.26513196836011,59,-
berbamine,0.147415706470669,0.265195651618199,59,-
-,0.154316147266552,0.265217780873904,54,-
3-[[3-[Bis(4-hydroxy-2-oxochromen-3-yl)methyl]phenyl]-(4-hydroxy-2-oxochromen-3-yl)methyl]-4-hydroxychromen-2-one,0.151437830275669,0.265220234750698,56,-
"N-[(E)-[cyclohexyl(pyridin-2-yl)methylidene]amino]-1,3-benzothiazol-2-amine",0.148712933766008,0.265228473218419,58,-
-,0.14739987237293,0.265247554665194,59,-
"(1'-methyl-2'-oxospiro[cyclohex-2-ene-4,3'-indole]-1-yl) N-[(1R)-1-naphthalen-1-ylethyl]carbamate",0.152843908620389,0.26525940965435,55,-
"[4,5-Diacetyloxy-6-[6-(4-chlorophenyl)-3-cyano-4-phenyl-2-sulfanylidenepyridin-1-yl]oxan-3-yl] acetate",0.14612108053898,0.265265654136873,60,-
"(5E)-2-[(4-methylphenoxy)methyl]-5-[(5-nitrofuran-2-yl)methylidene]-1,3a-dihydro-[1,3]thiazolo[3,2-b][1,2,4]triazol-6-one",0.150035873978469,0.265291949430055,57,-
-,-0.14736283016218,0.265369003004053,59,-
"7-[2-[[2-Hydroxy-1-(hydroxymethyl)-2-(4-nitrophenyl)ethyl]amino]ethyl]-1,3-dimethyl-purine-2,6-dione",0.157306147749517,0.265396323963426,52,-
"1-[3-(1-benzyl-4-chloro-2,5-dioxo-2,5-dihydro-1h-3-pyrro...",0.147347920899214,0.265417895737894,59,-
-,-0.14606413788422,0.265453964173142,60,-
"2,2',4,6,6'-Pentamethoxychalcone",0.147323647615156,0.265497509320442,59,-
(4-Methylphenyl)ethynyl trifluoromethyl sulfone,-0.173628443048297,0.265497529458812,43,-
-,0.147322786569173,0.265500333746312,59,-
SB-590885,-0.147305101696861,0.265558348588961,59,Clinical trial
-,0.147304705014031,0.265559649995875,59,-
"N-[2-(1H-imidazol-5-yl)ethyl]-4-(10-oxo-14-phenyl-8-thia-11,12,13,16-tetrazatetracyclo[7.7.0.02,7.011,15]hexadeca-1(9),2,4,6,12,14-hexaen-16-yl)butanamide",0.147304579195742,0.265560062771859,59,-
"1,2-Hydrazinedicarboxylic acid, 1-[5-[(4-methoxyphenyl)azo]-1-methyl-1H-pyrrol-2-yl]-, diethyl ester",-0.160484954907688,0.265565566863515,50,-
-,0.152742483671762,0.265580454545831,55,-
Copper;(dioxo-lambda5-selanyl)benzene,-0.169525121468998,0.265584183752978,45,-
Cyano-[4-[[1-[3-(trifluoromethyl)phenyl]ethylamino]carbamoyl]pyridin-1-ium-1-yl]boron,0.14601956011021,0.265601445958806,60,-
6-Formylphenoxathiine-4-carboxylic acid,-0.151304477337077,0.265646216041675,56,-
N-(2-fluorophenyl)-2-(3-fluorophenyl)imino-7-hydroxychromene-3-carboxamide,0.15567745156667,0.265653869398601,53,-
"p-benzenediacrylanilide, 3',3''-bis(1,4,5,6-tetrahydro-2...",-0.177938576796748,0.265691830402348,41,-
"1-Ethyl-3-[11-[3-(ethylcarbamothioylamino)-5-ethylimino-4,8-dithia-6,11-diazatricyclo[7.4.0.02,7]trideca-1(9),2,6-trien-11-yl]-5-ethylimino-4,8-dithia-6,11-diazatricyclo[7.4.0.02,7]trideca-1(9),2,6-trien-3-yl]thiourea",0.147259776520878,0.265707075649618,59,-
"4-Chloro-3,5-dimethyl-1-propoxy-1,2-dihydrophosphinine 1-oxide",-0.165673861738343,0.265738190776376,47,-
"3,4-Di(1-naphthyl)-3-cyclobutene-1,2-dione",0.162086603982211,0.265840135874742,49,-
"[2-Amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-6-yl]-trimethylazanium;chloride",-0.149861038863973,0.265855655151055,57,-
-,0.155591993820319,0.265919602742658,53,-
AQ-776/42801638,-0.14719185282281,0.265930060522085,59,-
-,0.14983134049227,0.265951488656178,57,-
"4-(Furo[2,3-b]quinolin-4-yloxy)benzaldehyde",-0.171394585239761,0.265953402301167,44,-
ADW-742,0.148451872122943,0.266077785703248,58,Clinical trial
-,0.14976618731207,0.266161812088092,57,-
"1-benzyl-3-chloro-4-(3-chloro-2-methylanilino)-2,5-dihyd...",-0.161972856019948,0.266180273240118,49,-
"2-Allyl-4-(6-chloro-2-methoxyacridin-9-ylamino)-6-((diethylamino)methyl)phenol, dihydrochloride",0.14707197536561,0.266323908865267,59,-
BIBSDXWBPGZTKL-UHFFFAOYSA-N,-0.165431831467544,0.26644697788622,47,-
-,-0.149673820248245,0.2664601764192,57,-
methoxybrassenin b 1-methoxy-1h-indole-3-carboxylic acid...,0.155417846919651,0.266461666974117,53,-
VS-5584,-0.148328779975305,0.266478872834305,58,Clinical trial
protein: ef,0.160174170988547,0.266504495342053,50,-
-,0.147015699083305,0.266508935047431,59,-
STK788929,-0.1569157679855,0.26659922804334,52,-
"1,2-Benzo-8-(L-alanyl)-3-phenoxazone nitrate salt",-0.15099003353656,0.266652484165119,56,-
Protogenkwanone,0.14569378377033,0.266680917432434,60,-
-,0.146943555783848,0.266746254996216,59,-
"benzoic acid, 4-[[(1,3,4-thiadiazol-2-ylamino)carbonyl]a...",0.148242503007579,0.266760241429108,58,-
"4,7-[bis-n,n'-(3-amino-9-thioacetamido)-acridine]-biphenyl",0.148237246998177,0.266777388880857,58,-
b723735k022,-0.145659371572004,0.266795114866063,60,-
-,0.14692491770125,0.266807589142637,59,-
-,-0.148180139606972,0.266963746264505,58,-
"[2-Oxo-1-phenyl-2-[(5-phenyl-1,3,4-oxadiazol-2-yl)amino]ethyl] piperidine-1-carbodithioate",0.150884878632045,0.266989563818319,56,-
-,0.150879146750964,0.26700794585091,56,-
-,0.146858032824606,0.267027771437087,59,-
16-[4-{(3-imidazol-1-yl)propoxy}-3-methoxybenzylidene]-1...,0.150854262079231,0.267087760323893,56,-
"2-(5-bromothien-2-ylsulfonyl)-6-chloro-7-cyano-1,1-dioxo...",-0.152257368520488,0.26711960485638,55,-
N-[4-[(4Z)-4-[(4-methoxyphenyl)methylidene]-5-oxo-2-phenylimidazol-1-yl]phenyl]propanamide,0.153706327354792,0.267133894986577,54,-
"1,3-dioxolo[4,5-c]pyrrole-5-carboxylic acid, tetrahydro-...",0.145552723592058,0.267149235961296,60,-
nogalamycin-n-oxide,0.145550862644546,0.267155417968929,60,-
-,0.158322415141721,0.267156603483107,51,-
"2-propen-1-one, 1-(2-benzimidazolyl)-3-(4-nitrophenyl)-",0.148116156511545,0.267172644442777,58,-
"(12bR)-4a-hydroxy-9-methoxy-1,2,3,4,7a,13-hexahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",-0.145542971235409,0.267181634040114,60,-
"acetamide, n,n'-[1,8-dioxo-1,8-octanediyldi[1-(chloromet...",-0.145533314674917,0.267213716469112,60,-
"2-(2-(3,4-Dichlorophenyl)vinyl)-1,3-benzothiazole",-0.150807439107001,0.267237982378971,56,-
-,-0.150788962753028,0.267297275564513,56,-
"benzoic acid, 3,4-dichloro-, [1-[4-[(3-amino-2,3,6-tride...",-0.146766595291788,0.26732897684097,59,-
-,0.146750214854443,0.267382959829814,59,-
-,0.1480271332578,0.267463478030231,58,-
-,0.14670651908977,0.267526998260934,59,-
Z198955462,0.150701819059615,0.267577050284891,56,-
xanthomycin,0.166873621915633,0.267672444525364,46,-
-,0.147936006145615,0.267761404030736,58,-
1-(4-chlorophenyl)-3-[(E)-2-pyridylmethyleneamino]thiourea,0.146630863113866,0.26777651287328,59,-
-,0.159742199264251,0.267813221309659,50,-
4-morpholino-6-phenyl-2-thioxo-1H-pyrimidine-5-carbonitrile,-0.147916240784712,0.267826053094387,58,-
n4-(3-methoxyphenyl)-2-(1-ethylpropyl)-4-quinazolinamine...,0.158097343163493,0.267845945115064,51,-
ASTX-660,-0.149244287252693,0.267850594449853,57,Clinical trial
3-Chloro-4-phenylethynyl-5H-furan-2-one,0.152012180187164,0.267899789025815,55,-
